timeStartedCalc, requestNum, timeFinishedCalc, numToCalc, timeRequestReceived, ServerName, 
1536649861.91, 341, 1536649861.91, 52181, 1536649861.91, UsainBolt, 
1536649861.92, 342, 1536649861.92, 30301, 1536649861.92, UsainBolt, 
1536649861.92, 343, 1536649861.92, 47425, 1536649861.92, UsainBolt, 
1536649861.92, 344, 1536649861.92, 85898, 1536649861.92, UsainBolt, 
1536649861.93, 345, 1536649861.93, 94314, 1536649861.93, UsainBolt, 
1536649861.93, 346, 1536649861.93, 13053, 1536649861.93, UsainBolt, 
1536649861.94, 347, 1536649861.94, 93514, 1536649861.94, UsainBolt, 
1536649861.94, 348, 1536649861.94, 76193, 1536649861.94, UsainBolt, 
1536649861.94, 349, 1536649861.94, 87884, 1536649861.94, UsainBolt, 
1536649871.93, 350, 1536649871.93, 60859, 1536649871.93, UsainBolt, 
1536649871.93, 351, 1536649871.93, 44577, 1536649871.93, UsainBolt, 
1536649871.93, 352, 1536649871.93, 71016, 1536649871.93, UsainBolt, 
1536649871.94, 353, 1536649871.94, 94207, 1536649871.93, UsainBolt, 
1536649871.94, 354, 1536649871.94, 46377, 1536649871.94, UsainBolt, 
1536649871.94, 355, 1536649871.94, 23925, 1536649871.94, UsainBolt, 
1536649871.94, 356, 1536649871.94, 71941, 1536649871.94, UsainBolt, 
1536649871.95, 357, 1536649871.95, 23693, 1536649871.95, UsainBolt, 
1536649871.96, 358, 1536649871.96, 71168, 1536649871.95, UsainBolt, 
1536649871.96, 359, 1536649871.96, 37985, 1536649871.96, UsainBolt, 
1536649881.94, 360, 1536649881.94, 78856, 1536649881.94, UsainBolt, 
1536649881.95, 361, 1536649881.95, 98366, 1536649881.95, UsainBolt, 
1536649881.95, 362, 1536649881.95, 29839, 1536649881.95, UsainBolt, 
