timeStartedCalc, requestNum, timeFinishedCalc, numToCalc, timeRequestReceived, ServerName, 
1536648432.31, 79, 1536648432.31, 77777777777777777777, 1536648432.31, UsainBolt, 
1536648432.33, 80, 1536648432.33, 80808080808080808080, 1536648432.33, UsainBolt, 
1536648432.4, 81, 1536648432.4, 81818181818181818181, 1536648432.4, UsainBolt, 
1536648432.41, 82, 1536648432.41, 82828282828282828282, 1536648432.41, UsainBolt, 
1536648432.42, 83, 1536648432.42, 90909090909090909090, 1536648432.42, UsainBolt, 
1536648432.42, 84, 1536648432.42, 88888888888888888888, 1536648432.42, UsainBolt, 
1536648432.43, 85, 1536648432.43, 72727272727272727272, 1536648432.43, UsainBolt, 
1536648432.44, 86, 1536648432.44, 76767676767676767676, 1536648432.44, UsainBolt, 
1536648432.44, 87, 1536648432.44, 36363636363636363636, 1536648432.44, UsainBolt, 
1536648432.44, 88, 1536648432.44, 71717171717171717171, 1536648432.44, UsainBolt, 
1536648442.32, 89, 1536648442.32, 38383838383838383838, 1536648442.32, UsainBolt, 
1536648442.34, 90, 1536648442.34, 44444444444444444444, 1536648442.34, UsainBolt, 
1536648442.41, 91, 1536648442.41, 45454545454545454545, 1536648442.41, UsainBolt, 
1536648442.42, 92, 1536648442.42, 46464646464646464646, 1536648442.42, UsainBolt, 
1536648442.43, 93, 1536648442.43, 47474747474747474747, 1536648442.43, UsainBolt, 
1536648442.44, 94, 1536648442.44, 49494949494949494949, 1536648442.43, UsainBolt, 
1536648442.44, 95, 1536648442.44, 48484848484848484848, 1536648442.44, UsainBolt, 
1536648442.45, 96, 1536648442.45, 74747474747474747474, 1536648442.45, UsainBolt, 
1536648442.46, 97, 1536648442.46, 75757575757575757575, 1536648442.46, UsainBolt, 
1536648442.46, 98, 1536648442.46, 73737373737373737373, 1536648442.46, UsainBolt, 
1536648452.33, 99, 1536648452.33, 79797979797979797979, 1536648452.33, UsainBolt, 
1536648452.35, 100, 1536648452.35, 78787878787878787878, 1536648452.35, UsainBolt, 
1536648452.42, 101, 1536648452.42, 84848484848484848484, 1536648452.42, UsainBolt, 
1536648452.43, 102, 1536648452.43, 86868686868686868686, 1536648452.43, UsainBolt, 
1536648452.46, 103, 1536648452.46, 85858585858585858585, 1536648452.46, UsainBolt, 
1536648452.46, 104, 1536648452.46, 66666666666666666666, 1536648452.46, UsainBolt, 
1536648452.46, 105, 1536648452.46, 65656565656565656565, 1536648452.46, UsainBolt, 
1536648452.47, 106, 1536648452.47, 64646464646464646464, 1536648452.47, UsainBolt, 
