timeStartedCalc, requestNum, timeFinishedCalc, numToCalc, timeRequestReceived, ServerName, 
1536651832.04, 448, 1536651832.04, 6868686868, 1536651832.04, UsainBolt, 
1536651832.04, 449, 1536651832.04, 9898989898, 1536651832.04, UsainBolt, 
1536651832.05, 450, 1536651832.05, 6666666666, 1536651832.04, UsainBolt, 
1536651832.05, 451, 1536651832.05, 6262626262, 1536651832.04, UsainBolt, 
1536651832.05, 452, 1536651832.05, 6464646464, 1536651832.04, UsainBolt, 
1536651832.05, 321, 1536651832.05, 8585858585, 1536651832.05, Slowpoke, 
1536651832.07, 322, 1536651832.07, 8383838383, 1536651832.07, Slowpoke, 
1536651832.07, 323, 1536651832.07, 8181818181, 1536651832.07, Slowpoke, 
1536651832.08, 324, 1536651832.08, 9999999999, 1536651832.08, Slowpoke, 
1536651832.08, 325, 1536651832.08, 9191919191, 1536651832.08, Slowpoke, 
1536651832.09, 326, 1536651832.09, 2020202020, 1536651832.08, Slowpoke, 
1536651832.09, 327, 1536651832.09, 1818181818, 1536651832.08, Slowpoke, 
1536651832.09, 328, 1536651832.09, 1616161616, 1536651832.09, Slowpoke, 
1536651841.99, 453, 1536651841.99, 9090909090, 1536651841.99, UsainBolt, 
1536651841.99, 454, 1536651841.99, 8888888888, 1536651841.99, UsainBolt, 
1536651842.0, 329, 1536651842.0, 4848484848, 1536651842.0, Slowpoke, 
1536651842.01, 330, 1536651842.01, 4646464646, 1536651842.01, Slowpoke, 
1536651842.02, 455, 1536651842.02, 8686868686, 1536651842.02, UsainBolt, 
1536651842.05, 456, 1536651842.05, 8484848484, 1536651842.05, UsainBolt, 
1536651842.05, 457, 1536651842.05, 8282828282, 1536651842.05, UsainBolt, 
1536651842.06, 331, 1536651842.06, 4444444444, 1536651842.06, Slowpoke, 
1536651842.06, 458, 1536651842.06, 7676767676, 1536651842.06, UsainBolt, 
1536651842.06, 459, 1536651842.06, 7474747474, 1536651842.06, UsainBolt, 
1536651842.07, 460, 1536651842.07, 7272727272, 1536651842.06, UsainBolt, 
1536651842.07, 461, 1536651842.07, 7878787878, 1536651842.06, UsainBolt, 
1536651842.07, 462, 1536651842.07, 8080808080, 1536651842.07, UsainBolt, 
1536651842.09, 332, 1536651842.09, 4242424242, 1536651842.09, Slowpoke, 
1536651842.09, 333, 1536651842.09, 4040404040, 1536651842.09, Slowpoke, 
1536651842.1, 334, 1536651842.1, 7979797979, 1536651842.09, Slowpoke, 
1536651842.1, 335, 1536651842.1, 7575757575, 1536651842.1, Slowpoke, 
1536651842.1, 336, 1536651842.1, 7373737373, 1536651842.1, Slowpoke, 
1536651842.1, 337, 1536651842.1, 7777777777, 1536651842.1, Slowpoke, 
1536651842.11, 338, 1536651842.11, 7171717171, 1536651842.11, Slowpoke, 
